IsPrivate,IsVerified,HasProfilePic,FollowingCount,FollowerCount,LikesCount,HasInstagram,HasYoutube,HasBio,HasLinkInBio,HasPosts,PostsCount,FollowToFollowerRatio,IsBot
0,0,1,60,58,0,1,0,1,0,0,0,1.0344827586206895,0
0,0,1,83,0,0,0,0,1,0,0,0,0.0,1
0,0,1,114,0,0,0,0,1,0,0,0,0.0,1
0,0,1,707,20,0,0,0,0,0,0,0,35.35,1
0,0,1,901,28,0,0,0,0,0,0,0,32.17857142857143,1
0,0,1,88,0,0,0,0,1,0,0,0,0.0,1
0,0,1,24,242,26800,0,0,1,0,1,20,0.0991735537190082,0
0,0,1,98,0,0,0,0,1,0,0,0,0.0,1
0,0,1,82,1,0,0,0,0,0,0,0,82.0,1
0,0,1,92,1,0,0,0,0,0,0,0,92.0,1
0,0,1,81,0,0,0,0,1,0,0,0,0.0,1
0,0,1,179,2,0,0,0,0,0,0,0,89.5,1
0,1,1,8,10900000,135200000,1,1,1,0,1,10,7.339449541284404E-7,0
0,0,1,34,0,0,0,0,1,0,0,0,0.0,1
0,0,1,28,10,18,0,0,0,0,0,0,2.8,0
0,0,1,1274,28,4,0,0,0,0,1,1,45.5,1
0,0,1,96,0,0,0,0,1,0,0,0,0.0,1
0,0,1,205,2000000,13900000,1,0,1,0,1,18,1.025E-4,0
0,0,1,112,0,0,0,0,1,0,0,0,0.0,1
0,0,1,7910,544,341,0,0,0,0,1,8,14.540441176470589,1
0,0,1,1359,58,0,0,0,0,0,0,0,23.43103448275862,1
0,0,1,929,32,0,0,0,0,0,0,0,29.03125,1
0,0,1,2,113,3351,0,0,0,0,1,20,0.0176991150442477,0
0,0,1,40,4,0,0,0,0,0,0,0,10.0,0
0,0,1,9,4,0,0,0,0,0,0,0,2.25,0
0,0,1,25,18,73,0,0,1,0,1,2,1.3888888888888888,0
0,0,1,365,3,0,0,0,0,0,0,0,121.66666666666669,1
0,0,1,108,3,26,0,0,1,0,1,17,36.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,124,0,0,0,0,1,0,0,0,0.0,1
0,0,1,63,23,101,1,0,1,0,1,2,2.739130434782609,0
0,0,1,40,2235,47600,1,0,1,0,1,10,0.017897091722595,0
0,0,1,154,1,0,0,0,0,0,0,0,154.0,1
0,0,1,104,212,749,1,0,1,0,1,20,0.490566037735849,0
0,0,1,98,0,0,0,0,1,0,0,0,0.0,1
0,0,1,11,322100,4300000,0,0,1,0,1,20,3.415088481837938E-5,0
0,0,1,57,1,0,0,0,0,0,0,0,57.0,1
0,0,1,38,13,108,0,0,1,0,1,20,2.923076923076923,0
0,0,1,2943,176,38,0,0,1,0,1,18,16.72159090909091,1
0,0,1,278,13,0,0,0,0,0,0,0,21.384615384615383,1
0,0,1,10,3612,23600,0,0,1,0,1,20,0.0027685492801771,1
0,0,1,2127,145,37,0,0,1,0,1,2,14.66896551724138,0
0,0,1,57,0,0,0,0,1,0,0,0,0.0,1
0,0,1,105,0,0,0,0,1,0,0,0,0.0,1
0,0,1,1678,64,2,0,0,0,0,1,20,26.21875,1
0,0,1,1267,44,0,0,0,0,0,0,0,28.795454545454547,1
0,0,1,285,3,0,0,0,0,0,0,0,95.0,1
1,0,1,2500,356,211,0,0,0,0,0,0,7.022471910112359,1
0,0,1,369,4,0,0,0,0,0,0,0,92.25,1
0,0,1,364,2,0,0,0,0,0,0,0,182.0,1
0,0,1,38,0,0,0,0,1,0,0,0,0.0,1
0,0,1,153,0,0,0,0,1,0,0,0,0.0,1
0,0,1,46,0,0,0,0,1,0,1,1,0.0,1
0,0,1,104,0,0,0,0,1,0,0,0,0.0,1
0,0,1,660,222,3332,1,0,1,0,1,20,2.972972972972973,0
0,0,1,109,0,0,0,0,1,0,0,0,0.0,1
0,0,1,212,63100,2100000,1,0,1,0,1,20,0.0033597464342313,0
0,0,1,4141,5055,18500,1,0,1,0,1,20,0.819188921859545,0
0,1,1,0,2300000,21600000,1,1,1,0,1,20,0.0,0
0,0,1,10000,457,0,0,0,0,0,0,0,21.88183807439825,1
0,0,1,61,7595,117900,1,0,1,0,1,20,0.0080315997366688,0
0,0,1,49,600,0,0,0,0,0,0,0,0.0816666666666666,0
0,0,1,1331,154,341,0,0,1,0,1,5,8.642857142857142,1
0,0,1,366,411,0,0,0,0,0,0,0,0.8905109489051095,1
0,0,1,57,22,143,0,0,1,0,1,20,2.590909090909091,0
0,0,1,21,1,0,0,0,0,0,0,0,21.0,0
0,0,1,1009,40,16,0,0,0,0,1,5,25.225,1
0,0,1,69,0,0,0,0,0,0,0,0,0.0,1
0,0,1,483,3,0,0,0,0,0,0,0,161.0,1
0,0,1,699,18,0,0,0,0,0,0,0,38.833333333333336,1
0,0,1,125,24,0,0,0,0,0,0,0,5.208333333333333,0
0,0,1,5406,359,43,0,0,0,0,1,4,15.05849582172702,1
0,0,1,357,12,0,0,0,0,0,0,0,29.75,1
0,0,1,1321,34,8,0,0,1,0,1,2,38.85294117647059,1
0,0,1,106,1,0,0,0,1,0,0,0,106.0,1
0,0,1,83,0,0,0,0,1,0,0,0,0.0,1
0,0,1,88,1,0,0,0,1,0,0,0,88.0,1
0,0,1,57,422000,2400000,1,1,1,0,1,20,1.350710900473E-4,0
0,0,1,104,2,0,0,0,0,0,0,0,52.0,1
0,0,1,2,0,0,0,0,0,0,0,0,0.0,0
0,0,1,275,22,336,0,1,1,0,1,20,12.5,0
0,0,1,708,116,122,1,0,1,0,1,2,6.103448275862069,0
0,0,1,550,21,0,0,0,0,0,0,0,26.19047619047619,1
0,0,1,420,96,33,0,0,0,0,1,8,4.375,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,269,4,0,0,0,0,0,0,0,67.25,1
0,0,1,590,14,0,0,0,0,0,0,0,42.142857142857146,1
0,0,1,284,8,3,0,0,0,0,1,3,35.5,1
0,0,1,115,0,0,0,0,1,0,0,0,0.0,1
0,0,1,2897,79,1,0,0,0,0,1,8,36.67088607594937,1
0,0,0,32,3,0,0,0,0,0,0,0,10.666666666666666,0
0,0,1,666,21,0,0,0,0,0,0,0,31.714285714285715,1
0,0,1,81,41100,207300,1,0,1,0,1,20,0.001970802919708,0
0,0,1,84,0,0,0,0,1,0,0,0,0.0,1
0,0,1,7092,141,0,0,0,0,0,0,0,50.297872340425535,1
0,0,1,822,10,0,0,0,0,0,0,0,82.2,0
0,0,1,677,18,0,0,0,0,0,0,0,37.61111111111112,1
0,0,1,100,0,0,0,0,1,0,0,0,0.0,1
0,0,1,438,2,0,0,0,0,0,0,0,219.0,1
0,0,1,92,0,0,0,0,1,0,0,0,0.0,1
0,0,1,2500,675,163,0,0,0,0,1,20,3.703703703703704,1
0,0,1,768,5,0,0,0,0,0,0,0,153.6,1
0,0,1,381,6,0,0,0,0,0,0,0,63.5,1
0,0,1,39,513,0,0,0,0,0,0,0,0.0760233918128654,0
0,1,1,809,1300000,20800000,1,1,1,0,1,20,6.223076923076E-4,0
0,0,1,149,26,0,0,0,0,0,0,0,5.730769230769231,0
0,0,1,272,2,0,0,0,0,0,0,0,136.0,1
0,0,1,417,15,29,0,0,1,0,1,3,27.8,1
0,0,1,684,25,0,0,0,0,0,0,0,27.36,1
0,0,1,398,11,0,0,0,0,0,0,0,36.18181818181818,1
0,0,1,3970,1373,25200,1,0,1,0,1,20,2.8914785142024764,0
0,0,1,58,0,0,0,0,1,0,0,0,0.0,1
0,0,1,473,84600,783200,1,0,1,0,1,19,0.0055910165484633,0
0,0,1,63,104,277,1,1,1,0,1,18,0.6057692307692307,1
0,0,1,636,16,2,0,0,0,0,1,3,39.75,1
0,0,1,2180,3898,649,0,0,1,0,1,7,0.5592611595690098,1
0,0,1,8592,340,0,0,0,0,0,0,0,25.27058823529412,1
0,0,1,1393,1074,15,0,0,1,0,1,11,1.2970204841713222,1
0,0,1,347,3,0,0,0,0,0,0,0,115.66666666666669,1
0,0,1,110,17300,809500,1,0,1,0,1,20,0.0063583815028901,0
0,0,1,2827,60,15,0,0,1,0,1,20,47.11666666666667,1
0,0,1,198,5,0,0,0,0,0,0,0,39.6,1
0,0,1,1478,54,0,0,0,0,0,0,0,27.37037037037037,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,1176,52,0,0,0,0,0,0,0,22.615384615384617,1
0,0,1,183,1,0,0,0,0,0,0,0,183.0,1
0,0,1,50,6,0,0,0,0,0,0,0,8.333333333333334,0
0,0,1,426,568,475,0,0,1,0,1,6,0.75,1
0,0,1,1187,31,0,0,0,0,0,0,0,38.29032258064516,1
0,0,1,170,3,0,0,0,0,0,0,0,56.66666666666666,1
0,0,1,511,6,0,0,0,0,0,0,0,85.16666666666667,1
0,0,1,292,3,0,0,0,0,0,0,0,97.33333333333331,1
0,0,1,5654,766,2163,0,0,1,0,1,20,7.381201044386423,0
0,0,1,4,18,176,1,0,1,0,1,16,0.2222222222222222,0
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,110,1,2,0,0,0,0,1,1,110.0,1
0,0,1,1449,1077,36,0,0,1,0,1,12,1.3454038997214484,1
0,0,1,465,5,0,0,0,0,0,0,0,93.0,1
0,0,1,733,20,0,0,0,0,0,0,0,36.65,1
0,0,1,151,0,0,0,0,1,0,0,0,0.0,1
0,0,1,62,0,0,0,0,1,0,0,0,0.0,1
0,0,1,758,41,15,0,0,0,0,1,3,18.48780487804878,1
0,0,1,1742,31,0,0,0,0,0,0,0,56.193548387096776,1
0,0,1,1317,22,2,0,0,0,0,1,9,59.86363636363637,1
0,0,1,231,232,61,1,0,1,0,1,2,0.9956896551724138,0
0,0,1,177,80,0,0,0,0,0,0,0,2.2125,0
0,0,1,24,39,327,0,0,1,0,1,9,0.6153846153846154,0
0,0,1,100,1,0,0,0,1,0,0,0,100.0,1
0,0,1,168,451,28000,1,0,1,0,1,20,0.3725055432372505,0
0,0,1,26,31,74,0,0,0,0,1,2,0.8387096774193549,1
0,0,1,85,27100,541400,1,1,1,0,1,20,0.0031365313653136,0
0,0,1,133,0,0,0,0,1,0,0,0,0.0,1
0,0,1,100,225200,5300000,1,0,1,0,1,3,4.440497335701E-4,0
0,0,1,8164,263,0,0,0,0,0,0,0,31.041825095057035,1
0,0,1,2791,58,16,0,0,1,0,1,18,48.12068965517241,1
0,0,1,149,1,0,0,0,1,0,0,0,149.0,1
0,0,1,3156,84,0,0,0,0,0,0,0,37.57142857142857,1
0,0,1,1900,36,0,0,0,1,0,0,0,52.77777777777778,1
0,0,1,9,16,31,0,0,0,0,1,2,0.5625,0
0,0,1,348,4,0,0,0,0,0,0,0,87.0,1
0,0,1,18,69000,1400000,1,0,1,0,1,20,2.608695652173E-4,0
0,0,1,229,151,108,0,0,1,0,1,2,1.5165562913907285,1
0,0,1,722,19,0,0,0,0,0,0,0,38.0,1
0,0,1,78,0,0,0,0,1,0,0,0,0.0,1
0,0,1,59,1313,12100,0,0,1,0,1,20,0.0449352627570449,0
0,0,1,368,7,0,0,0,0,0,0,0,52.57142857142857,1
0,0,1,227,105,40,0,0,1,0,1,6,2.1619047619047618,1
0,0,1,2099,1113,17,0,0,1,0,1,9,1.8858939802336028,1
0,0,1,2493,112,4,0,0,0,0,1,1,22.258928571428573,1
0,0,1,5349,413,0,0,0,1,0,0,0,12.951573849878937,1
1,0,1,853,0,0,0,0,0,0,0,0,0.0,0
0,0,1,20,2,0,0,0,0,0,0,0,10.0,0
0,0,1,351,19,2,0,0,1,0,1,1,18.473684210526315,1
0,0,1,28,110,967,0,0,0,0,1,20,0.2545454545454545,0
0,0,1,81,0,0,0,0,1,0,0,0,0.0,1
0,0,1,117,3,0,0,0,0,0,0,0,39.0,1
0,0,1,455,4,0,0,0,0,0,0,0,113.75,1
0,1,1,6,339400,759900,0,0,1,0,1,20,1.7678255745433117E-5,0
0,0,1,731,28,50,0,0,0,0,1,9,26.107142857142858,1
1,0,1,196,8,0,0,0,0,0,0,0,24.5,1
0,0,1,756,63,701,0,0,0,0,1,17,12.0,1
0,1,1,29,383200,1700000,1,1,1,0,1,18,7.567849686847599E-5,0
0,0,1,396,495,4824,1,0,1,0,0,0,0.8,0
0,0,1,27,23,77,1,1,1,0,1,19,1.173913043478261,0
0,0,1,47,227600,3900000,1,0,1,0,1,20,2.065026362038E-4,0
0,0,1,42,946,15000,1,0,1,0,1,5,0.0443974630021141,0
0,0,1,2039,113,15,0,0,0,0,1,1,18.04424778761062,1
0,0,1,9510,155,0,0,0,1,0,0,0,61.354838709677416,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
0,0,1,841,14,0,0,0,0,0,1,9,60.07142857142857,1
0,0,1,44,0,0,0,0,1,0,0,0,0.0,1
0,0,1,81,45,456,0,0,0,0,1,1,1.8,0
0,0,1,105,0,0,0,0,1,0,0,0,0.0,1
0,0,1,166,82300,1500000,1,1,1,0,1,20,0.0020170109356014,0
0,0,1,130,4,0,0,0,1,0,0,0,32.5,1
0,0,1,501,259800,4700000,1,0,1,0,1,20,0.0019284064665127,0
0,0,1,46,0,0,0,0,1,0,0,0,0.0,1
1,0,1,1260,1838,9379,0,0,0,0,0,0,0.6855277475516867,0
0,0,1,8,1863,142700,1,1,1,0,1,20,0.0042941492216854,0
0,0,1,391,57,0,0,0,0,0,0,0,6.859649122807017,1
0,0,1,522,4,0,0,0,0,0,0,0,130.5,1
0,0,1,913,163,338,0,0,0,0,1,20,5.601226993865031,1
0,0,1,2338,217,23,0,0,1,0,1,14,10.774193548387096,1
0,0,1,670,33,17,0,0,0,0,1,6,20.303030303030305,1
0,0,1,561,17,0,0,0,0,0,0,0,33.0,1
0,0,1,163,1,0,0,0,1,0,0,0,163.0,1
0,0,1,335,82,339,0,0,1,0,1,20,4.085365853658536,0
0,0,1,76,0,0,0,0,1,0,0,0,0.0,1
0,0,1,454,6,0,0,0,0,0,0,0,75.66666666666667,1
0,0,1,169,4,0,0,0,0,0,0,0,42.25,1
0,0,1,66,1933,151500,0,0,0,0,1,11,0.0341438178996378,0
0,0,1,74,0,0,0,0,1,0,0,0,0.0,1
0,0,1,2025,1022,116,0,0,0,0,1,9,1.9814090019569472,1
0,0,1,26,0,0,0,0,1,0,0,0,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,14,1,0,0,0,0,0,0,0,14.0,0
0,0,1,145,0,0,0,0,1,0,0,0,0.0,1
0,0,1,870,378,5243,0,0,0,0,1,20,2.3015873015873014,1
0,0,1,6470,1645,4094,0,0,1,0,1,20,3.933130699088146,1
0,0,1,58,1,0,0,0,0,0,0,0,58.0,1
0,0,1,15,5506,14,0,0,1,0,1,3,0.0027243007628042,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
0,0,1,212,2,0,0,0,0,0,0,0,106.0,1
0,0,0,0,5,0,0,0,1,0,0,0,0.0,1
0,0,1,235,9,0,0,0,0,0,0,0,26.11111111111111,1
0,0,1,531,18,0,0,0,0,0,0,0,29.5,1
0,0,1,16,25,433,0,0,1,0,1,9,0.64,0
0,0,1,49,53800,1300000,1,0,1,0,1,20,9.107806691449E-4,0
1,0,1,978,72,805,0,0,0,0,0,0,13.583333333333334,1
0,0,1,13,9343,30600,1,1,1,0,1,20,0.0013914160333939,0
0,0,1,768,37,45,0,0,1,0,1,3,20.75675675675676,1
0,0,1,676,28,4,0,0,0,0,1,1,24.142857142857142,1
0,0,0,76,0,0,0,0,1,0,0,0,0.0,1
0,0,0,59,0,0,0,0,1,0,0,0,0.0,1
0,0,1,290,178,5575,0,0,1,0,1,5,1.6292134831460674,1
0,0,1,218,22,0,0,0,1,0,0,0,9.909090909090908,0
0,0,1,99,1,0,0,0,1,0,0,0,99.0,1
0,0,1,2996,1147,1380,0,0,1,0,1,20,2.6120313862249347,0
0,0,1,72,419,0,0,0,1,0,0,0,0.1718377088305489,0
0,1,1,50,266800,3400000,1,1,1,0,1,20,1.874062968515E-4,0
0,0,1,712,7,0,0,0,0,0,0,0,101.71428571428572,1
0,0,1,571,305,446,0,0,0,0,1,20,1.872131147540984,0
0,0,1,126,1,0,0,0,1,0,0,0,126.0,1
0,0,1,264,30,311,0,0,1,0,1,20,8.8,0
0,1,1,20,132800,578900,1,0,1,0,1,19,1.506024096385E-4,0
0,0,1,858,38,10,0,0,1,0,1,5,22.57894736842105,1
0,0,1,178,19500,523200,1,0,1,0,1,20,0.0091282051282051,0
0,0,1,38,22,320,0,0,1,0,0,0,1.7272727272727273,0
0,1,1,23,1300000,12700000,1,1,0,0,1,3,1.769230769230769E-5,0
0,0,1,66,0,0,0,0,1,0,0,0,0.0,1
0,0,1,7,3,0,0,0,0,0,0,0,2.333333333333333,0
0,0,1,185,20,70,0,0,1,0,1,13,9.25,1
0,0,1,80,0,0,0,0,1,0,0,0,0.0,1
0,0,1,524,23000,803700,1,0,1,0,1,20,0.0227826086956521,0
0,0,1,256,5,0,0,0,0,0,0,0,51.2,1
0,0,1,246,7,0,0,0,0,0,0,0,35.142857142857146,1
0,0,1,55,4,12,0,0,1,0,1,1,13.75,1
0,0,1,576,220,110,0,0,1,0,1,12,2.618181818181818,1
0,0,1,2020,128,158,1,0,0,0,1,20,15.78125,0
0,0,1,240,7,0,0,0,0,0,0,0,34.285714285714285,1
0,0,1,490,17,0,0,0,0,0,0,0,28.823529411764707,1
0,0,1,2067,97,401,0,0,0,0,1,7,21.309278350515463,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0
1,0,1,1431,59,0,0,0,0,0,0,0,24.25423728813559,0
0,0,1,158,5,0,0,0,0,0,0,0,31.6,1
0,0,1,1,114600,1900000,1,0,1,0,1,20,8.726003490401396E-6,0
0,0,1,44,112500,2900000,1,0,1,0,1,20,3.911111111111E-4,0
0,0,1,238,4,0,0,0,0,0,0,0,59.5,1
0,0,1,52,8,0,0,0,0,0,0,0,6.5,0
0,0,1,156,3,11,0,0,0,0,1,9,52.0,1
0,0,1,79,42,165,0,0,1,0,0,0,1.880952380952381,0
0,0,1,652,19,0,0,0,0,0,0,0,34.31578947368421,1
0,0,1,109,28,112,1,0,1,0,1,5,3.892857142857143,0
0,0,1,262,1,0,0,0,0,0,0,0,262.0,1
0,0,1,397,4,0,0,0,0,0,0,0,99.25,1
0,0,1,41,0,0,0,0,1,0,0,0,0.0,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,26,0,0,0,0,1,0,0,0,0.0,1
0,0,1,751,19,0,0,0,0,0,0,0,39.526315789473685,1
0,0,1,101,315,1988,1,1,1,0,1,10,0.3206349206349206,0
0,1,1,9,356600,2400000,1,0,1,0,1,20,2.5238362310712283E-5,0
0,0,1,713,12,0,0,0,0,0,0,0,59.41666666666666,1
0,0,1,36,74,0,0,0,0,0,0,0,0.4864864864864865,0
0,0,1,120,1,0,0,0,1,0,0,0,120.0,1
0,0,1,17,501,11800,1,0,1,0,1,20,0.0339321357285429,0
0,0,1,84,15200,64400,1,1,1,0,1,20,0.0055263157894736,0
0,0,1,602,23,5,0,0,1,0,1,4,26.17391304347826,1
0,0,1,37,0,0,0,0,1,0,0,0,0.0,1
0,0,1,81,0,0,0,0,1,0,0,0,0.0,1
0,0,1,114,13,0,0,0,0,0,0,0,8.76923076923077,0
0,0,1,110,1,0,0,0,1,0,0,0,110.0,1
0,0,1,5604,370,0,0,0,0,0,0,0,15.145945945945948,1
1,0,1,7822,1796,8539,0,0,0,0,0,0,4.355233853006681,0
0,0,1,803,12800,985900,0,0,1,0,1,20,0.062734375,0
0,0,0,349,42,33,0,0,1,0,1,6,8.30952380952381,1
0,0,1,32,1600000,20700000,0,0,1,0,1,20,2.0E-5,0
0,0,1,123,152,2161,0,0,1,0,1,20,0.8092105263157895,0
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,7,35600,280100,1,0,1,0,1,20,1.966292134831E-4,0
0,0,1,277,11,0,0,0,0,0,0,0,25.181818181818183,1
0,0,1,51,10900,41600,1,0,1,0,1,20,0.0046788990825688,0
0,0,1,3563,2297,13700,0,0,1,0,1,20,1.551153678711363,0
0,0,1,166,1,0,0,0,1,0,0,0,166.0,1
0,0,1,63,51900,188600,0,0,1,0,1,20,0.0012138728323699,0
0,0,1,19,64200,693200,1,1,1,0,1,20,2.959501557632E-4,0
0,0,1,1165,46,0,0,0,0,0,0,0,25.32608695652174,1
0,0,1,576,19,29,0,0,0,0,1,5,30.31578947368421,0
0,0,1,84,12300,145600,0,0,1,0,1,20,0.0068292682926829,0
0,0,1,653,11,0,0,0,0,0,0,0,59.36363636363637,1
1,0,1,89,10,0,0,0,0,0,0,0,8.9,0
0,0,1,263,26,0,0,0,0,0,0,0,10.115384615384617,0
0,0,1,357,2,0,0,0,0,0,0,0,178.5,1
0,0,1,524,22,0,0,0,0,0,0,0,23.818181818181817,1
0,0,1,533,17,0,0,0,0,0,0,0,31.352941176470587,1
0,0,1,413,2,0,0,0,0,0,0,0,206.5,1
0,0,1,1511,1064,1107,1,1,1,0,1,12,1.420112781954887,1
0,0,1,6300,11400,70800,0,0,1,0,1,20,0.5526315789473685,0
0,0,1,510,8,0,0,0,0,0,0,0,63.75,1
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,3096,64,10,0,0,1,0,1,4,48.375,1
0,0,1,15,749,2643,0,0,0,0,1,20,0.0200267022696929,0
0,0,1,502,7,0,0,0,0,0,0,0,71.71428571428571,1
0,0,1,143,5,0,0,0,0,0,0,0,28.6,1
0,0,1,217,4,0,0,0,0,0,0,0,54.25,1
0,0,1,1102,53,326,0,0,1,0,1,5,20.79245283018868,0
0,0,1,1012,564,110,0,0,1,0,1,1,1.7943262411347518,1
0,0,1,60,33800,647700,1,0,1,0,1,20,0.001775147928994,0
0,0,1,157,0,0,0,0,1,0,0,0,0.0,1
0,0,1,1865,118,2691,1,0,1,0,1,20,15.805084745762713,0
0,0,1,305,2,0,0,0,0,0,0,0,152.5,1
0,0,1,222,7,3,0,0,0,0,1,1,31.714285714285715,1
0,0,1,7386,159,31,0,0,1,0,1,3,46.45283018867924,1
0,0,1,5967,7625,2392,0,0,1,0,1,2,0.7825573770491804,1
0,0,1,561,33,410,0,0,1,0,1,20,17.0,0
0,0,1,297,6,0,0,0,0,0,1,6,49.5,1
0,0,1,2009,1169,1631,1,0,1,0,1,20,1.718562874251497,0
0,0,1,104,0,0,0,0,1,0,0,0,0.0,1
0,0,1,257,343,1376,1,0,1,0,0,0,0.749271137026239,0
0,0,1,6,40700,375200,0,1,1,0,1,18,1.474201474201E-4,0
1,0,1,329,108,24400,0,0,0,0,0,0,3.0462962962962963,0
1,0,1,237,194,150,0,0,0,0,0,0,1.2216494845360826,0
0,0,1,1691,56,247,0,0,0,0,1,20,30.196428571428573,1
0,0,1,1423,73,0,0,0,0,0,0,0,19.493150684931507,1
0,0,1,1564,36,0,0,0,0,0,0,0,43.44444444444444,1
0,0,1,108,0,0,0,0,1,0,0,0,0.0,1
0,0,1,1003,33,15,0,0,0,0,1,15,30.393939393939394,1
0,0,1,141,315800,3200000,1,1,1,0,1,20,4.464851171627E-4,0
0,0,1,681,111,82,0,0,0,0,1,20,6.135135135135135,0
0,0,1,316,131,847,0,0,1,0,1,20,2.4122137404580157,0
0,0,1,977,17,62,0,0,0,0,1,20,57.47058823529412,1
0,0,1,279,13,0,0,0,0,0,0,0,21.46153846153846,1
0,0,1,99,0,0,0,0,1,0,0,0,0.0,1
0,0,1,44,76300,667400,0,0,1,0,1,20,5.766710353866E-4,0
0,0,1,110,0,0,0,0,1,0,0,0,0.0,1
0,0,1,2702,1200,7459,0,0,1,0,1,20,2.2516666666666665,0
0,0,1,156,2,0,0,0,1,0,0,0,78.0,1
0,0,1,350,2000000,43400000,1,1,1,0,1,20,1.75E-4,0
0,0,1,2397,71800,815300,0,0,1,0,1,20,0.0333844011142061,0
1,0,1,204,20,0,0,0,0,0,0,0,10.2,0
0,0,1,120,3,0,0,0,1,0,0,0,40.0,1
0,0,1,516,6,0,0,0,0,0,0,0,86.0,1
0,1,1,201,828400,12100000,1,1,1,0,1,20,2.426364075325E-4,0
0,0,1,125,4,0,0,0,1,0,0,0,31.25,1
0,0,0,0,6,0,0,0,1,0,0,0,0.0,1
1,0,1,28,13,0,0,0,0,0,0,0,2.1538461538461537,0
0,0,1,70,0,0,0,0,1,0,0,0,0.0,1
0,0,0,25,6,0,0,0,0,0,0,0,4.166666666666667,0
0,0,1,124,0,0,0,0,1,0,0,0,0.0,1
0,0,1,1659,36,0,0,0,0,0,1,4,46.083333333333336,1
0,0,1,346,7,35,0,0,0,0,1,14,49.42857142857143,1
0,0,1,316,2,0,0,0,0,0,0,0,158.0,1
0,0,1,109,0,0,0,0,1,0,0,0,0.0,1
0,0,1,61,0,0,0,0,1,0,0,0,0.0,1
0,0,1,377,2043,64400,1,0,1,0,1,20,0.1845325501713167,0
0,0,1,3571,118,0,0,0,0,0,0,0,30.26271186440678,1
0,0,1,5,19,188,1,0,1,0,1,7,0.2631578947368421,0
0,0,1,20,6219,382000,1,0,1,0,1,20,0.003215951117543,0
0,0,1,836,6999,3481,0,0,0,0,1,20,0.1194456350907272,1
0,0,1,82,0,0,0,0,1,0,0,0,0.0,1
0,0,1,54,2,0,0,0,0,0,0,0,27.0,1
0,1,1,123,1600000,31600000,1,1,1,0,1,20,7.6875E-5,0
0,0,1,353,6,0,0,0,0,0,0,0,58.833333333333336,1
0,0,1,356,268,174,0,0,1,0,0,0,1.328358208955224,0
0,0,0,0,0,0,0,0,1,0,0,0,0.0,1
0,0,1,852,28,33,0,0,0,0,1,15,30.428571428571427,1
0,0,1,121,21,0,0,0,0,0,0,0,5.761904761904762,0
0,0,1,9982,358,30,0,0,1,0,1,10,27.88268156424581,1
0,0,0,0,1,0,0,0,1,0,0,0,0.0,1
0,0,1,40,3158,218000,1,0,1,0,1,18,0.012666244458518,0
0,0,1,142,3,0,0,0,1,0,1,3,47.333333333333336,1
0,0,1,1066,49,0,0,0,0,0,0,0,21.755102040816325,1
1,0,0,34,14,29,0,0,0,0,0,0,2.4285714285714284,0
0,0,1,790,1767,30000,1,1,1,0,1,20,0.4470854555744199,0
0,0,1,91,0,0,0,0,1,0,0,0,0.0,1
0,0,1,283,1,0,0,0,0,0,0,0,283.0,1
0,0,1,151,0,0,0,0,1,0,0,0,0.0,1
0,0,1,161,465,34,0,1,1,0,1,6,0.3462365591397849,1
0,0,1,101,0,0,0,0,1,0,0,0,0.0,1
0,0,1,17,1,1,0,0,0,0,1,2,17.0,0
0,0,1,453,547,1582,0,0,1,0,1,20,0.8281535648994516,1
0,0,1,10,58,38,1,0,0,0,1,2,0.1724137931034483,0
0,0,1,17,265000,4700000,1,0,1,0,1,20,6.415094339622641E-5,0
0,0,1,747,23,0,0,0,0,0,0,0,32.47826086956522,1
0,0,1,4937,1323,1635,1,0,1,0,1,20,3.73167044595616,0
0,0,1,46,65900,1000000,0,0,1,0,1,20,6.980273141122E-4,0
0,0,1,1447,498,3942,0,0,0,0,1,20,2.9056224899598395,1
0,0,1,39,23,95,0,0,1,0,0,0,1.6956521739130437,0
0,0,1,1,112100,1100000,1,1,1,0,1,20,8.920606601248886E-6,0
0,0,1,116,2,0,0,0,0,0,0,0,58.0,1
0,0,1,142,58800,2200000,1,0,1,0,1,12,0.0024149659863945,0
0,0,1,5117,890,189,0,0,1,0,1,1,5.749438202247191,1
0,0,1,48,1,0,0,0,0,0,0,0,48.0,1
0,0,1,99,1,0,0,0,1,0,0,0,99.0,1
0,0,1,1182,52,0,0,0,0,0,0,0,22.73076923076923,1
0,0,1,99,0,0,0,0,1,0,0,0,0.0,1
0,0,1,101,0,0,0,0,1,0,0,0,0.0,1
0,0,1,321,5,0,0,0,0,0,0,0,64.2,1
