has_custom_cover_image,description_length,favourites_count,followers_count,friends_count,followers_to_friends_ratio,has_location,username_digit_count,username_length,statuses_count,is_verified,account_age_days,account_type
0,8,1246,51,871,0.058486238532110095,0,0,10,1111,0,1835,0
0,102,32865,206294,458,449.442265795207,1,0,15,16557,1,3420,0
0,160,6725,2544,1984,1.2816120906801007,1,0,9,19675,1,2853,0
0,16,13713,165,619,0.2661290322580645,1,2,14,12169,0,2296,0
0,7,43836,594,555,1.0683453237410072,0,0,7,23971,0,3004,0
0,33,65,4,0,4.0,0,0,9,22,0,4040,1
0,98,1350,2612269,0,2612269.0,1,0,7,455,1,4104,0
0,108,14476,207,468,0.44136460554371004,1,0,14,6763,0,4084,0
0,23,3850,390,0,390.0,1,3,10,26143,0,3297,1
0,7,1425,18,0,18.0,1,4,7,2212,0,1848,1
0,7,3716,336,226,1.4801762114537445,0,0,7,2143,0,1394,0
0,156,1047,6,76,0.07792207792207792,1,0,12,1577,0,1358,1
0,126,57974,655,602,1.086235489220564,1,0,13,22995,0,1985,0
0,107,1444,8789,721,12.173130193905816,1,0,6,6026,0,4220,0
0,155,7125,180,588,0.30560271646859083,1,0,12,2584,0,4125,0
0,106,118,0,0,0.0,0,8,15,195,0,1359,0
0,64,231,242,649,0.3723076923076923,1,0,14,3194,0,4397,0
0,41,1,41478966,24,1659158.64,1,0,15,42885,1,3781,0
0,74,56,3,0,3.0,1,0,8,112,0,3534,1
0,69,7417,818,491,1.6626016260162602,1,0,13,30900,0,3199,0
0,57,570,103,168,0.6094674556213018,1,0,6,1934,0,4093,0
0,7,406,4,28,0.13793103448275862,1,4,12,608,0,3665,1
0,119,3509,93,1024,0.09073170731707317,1,0,14,1040,0,2380,0
0,89,244,380,355,1.0674157303370786,1,0,10,1098,1,3924,0
0,7,1438,2,25,0.07692307692307693,0,3,11,2035,0,2622,1
0,67,432,14280,687,20.75581395348837,1,0,14,4796,1,3692,0
0,160,514,24378,867,28.0852534562212,1,0,14,50777,1,3419,0
0,16,18154,1273,765,1.6618798955613576,1,0,10,58175,0,3482,0
0,50,5062,57,411,0.1383495145631068,1,4,7,896,0,3535,0
0,77,8730,123,603,0.20364238410596028,0,2,9,3679,0,4001,0
0,7,1579,132,154,0.8516129032258064,0,0,15,2921,0,2904,0
0,150,11791,460,119,3.8333333333333335,0,0,11,7181,0,3302,0
0,7,712,11,0,11.0,0,0,6,1022,0,3170,1
0,54,1816,117,0,117.0,1,2,11,2805,0,4036,0
0,86,6,85,128,0.6589147286821705,1,0,9,5820,0,3995,1
0,23,838,1934,479,4.029166666666667,0,1,7,84443,0,2731,0
0,32,1786,134,383,0.3489583333333333,1,0,8,570,0,1848,0
0,7,1362,18,346,0.05187319884726225,0,0,12,1740,0,2946,1
0,93,587,8,21,0.36363636363636365,1,0,9,728,0,1667,1
0,148,66356,62501,3390,18.43143615452669,1,0,13,68308,1,4179,0
0,138,1084,479,487,0.9815573770491803,1,0,12,3755,0,3227,0
0,22,6284,365,208,1.7464114832535884,1,0,11,3962,0,1494,0
0,14,358,2474426,206,11953.748792270531,0,0,12,4321,1,3446,0
0,7,23440,53173,6,7596.142857142857,1,0,11,176154,0,2365,1
0,7,1025,10,38,0.2564102564102564,1,0,11,1444,0,1718,1
0,63,203,0,0,0.0,0,4,15,422,0,1444,0
0,7,27334,324,289,1.1172413793103448,0,0,12,4282,0,2727,0
0,7,22,261,0,261.0,1,0,11,963,0,3875,0
0,97,92,1370342,693,1974.5561959654178,1,0,15,12836,1,4172,0
0,7,1542,5,26,0.18518518518518517,1,0,8,2205,0,3781,1
0,134,29,0,0,0.0,0,1,15,216,0,1159,1
0,37,3002,203635,2264,89.90507726269315,0,1,6,15895,1,4136,0
0,74,81,2092901,513,4071.791828793774,0,0,6,137325,1,4267,1
0,7,2202,37,0,37.0,0,2,9,3127,0,3251,1
0,28,43310,756,415,1.8173076923076923,1,0,9,66119,0,2911,0
0,7,1831,42,210,0.1990521327014218,0,2,14,3817,0,4119,0
1,7,57,3,0,3.0,0,4,11,95,0,3477,0
0,119,14232,1197,1471,0.8131793478260869,1,0,8,8999,0,2234,0
0,67,26270,750,227,3.289473684210526,1,0,7,32065,0,4027,0
0,69,4170,6796,6919,0.9820809248554914,1,0,10,2008,0,4202,0
0,43,777,84406,430,195.83758700696055,0,0,13,6573,1,3118,0
0,41,3,103,110,0.9279279279279279,0,0,9,39,0,2202,0
0,52,829,53,0,53.0,0,0,15,144,0,2477,1
0,7,1663,10,0,10.0,0,2,10,2340,0,2808,1
0,33,13226,1013,33,29.794117647058822,0,0,5,733,0,1452,0
0,7,59,1,0,1.0,0,3,15,279,0,1159,1
0,66,46259,1535,239,6.395833333333333,1,0,9,15014,0,2173,0
0,152,21165,377,536,0.702048417132216,1,0,10,10028,0,4065,0
0,100,754,30457,454,66.93846153846154,1,0,14,7442,0,4231,0
0,7,6002,76,1681,0.04518430439952437,1,6,13,566,0,3119,0
0,7,54,3,19,0.15,0,1,12,20665,0,1762,1
0,116,3025,111,521,0.21264367816091953,1,0,6,7174,0,4506,0
0,23,2183,636,949,0.6694736842105263,0,0,11,13314,0,3066,0
